,author,statement,source,date,target
4624,Paul Specht,"""The president is cutting the CDC budget by 80%.",Bobbie Richardson,"February 16, 2018",false
4625,Amy Sherman,"""Breaking: four million Democrat votes just declared fraudulent.""",The Politico News,"February 15, 2018",pants-fire
4626,Tom Kertscher,"Says he is ""one of America's leading consumer lawyers.""",Tim Burns,"February 15, 2018",false
4627,Mica Soellner,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",PuppetStringNews.com,"February 14, 2018",pants-fire
4628,Jon Greenberg,"""The president has been very clear. All forms of abuse, all forms of battery against women are deplorable and disgusting. ... He’s said that multiple times in the past.""",Hogan Gidley,"February 13, 2018",false
4629,Manuela Tobias,"The ""FBI was actively investigating Hillary Clinton's use of a private email server"" on Sept. 2, 2016.",Matt Gaetz,"February 12, 2018",false
4630,Amy Sherman,"""Obama did in fact unconstitutionally spy on Trump throughout the presidential election.""",Bloggers,"February 12, 2018",false
4631,Amy Sherman,"Says Donald Trump is ""canceling funding for Obama’s free house and library.""",The Patriot Report,"February 12, 2018",pants-fire
4632,Kiannah Sepeda-Miller,"""Rauner made you pay for abortions in all nine months of pregnancy.""",Jeanne Ives,"February 12, 2018",false
4633,Amy Sherman,"""Smoking in cars with children is illegal starting January 30, 2018.""",LoveThisPic.com,"February 8, 2018",false
4634,Amy Sherman,"""Just in: 45 states just banned Sharia law""",Bloggers,"February 8, 2018",pants-fire
4635,Chris Nichols,"""Californians are overwhelmingly against this concept of the illegal sanctuary state.""",Travis Allen,"February 7, 2018",false
4636,Amy Sherman,"""First NFL team declares bankruptcy over kneeling thugs.""",Bloggers,"February 7, 2018",pants-fire
4637,Louis Jacobson,"At the State of the Union address, Democrats, ""even on positive news … were like death and un-American. Un-American. Somebody said, ‘treasonous.’ I mean, yeah, I guess, why not? Can we call that treason? Why not?""",Donald Trump,"February 6, 2018",pants-fire
4638,Amy Sherman,"""If the Dow Joans ever falls more than 1000 ‘points’ in a Single Day the sitting president should be 'loaded' into a very big cannon and Shot into the sun at TREMENDOUS SPEED! No excuses!""",Tweets,"February 6, 2018",pants-fire
4639,Manuela Tobias,"""Heitkamp High-Fives Schumer After Voting Against 20-Week Abortion Ban.""",Say Anything Blog,"February 6, 2018",false
4640,Chris Nichols,"""Trump’s tax reform plan was nothing more than a middle-class tax increase.""",Phil Ting,"February 5, 2018",false
4641,Amy Sherman,"Says that singer Dolly Parton said, ""Trump in one year is already better than 16 years of Bush, Obama put together.""",Americanproud.info,"February 5, 2018",pants-fire
4642,Paul Specht,"""100% of heroin/fentanyl epidemic is because we don't have a WALL.""",Ann Coulter,"February 2, 2018",pants-fire
4643,Amy Sherman,"""NFL lawyer, who claimed Super Bowl is ‘rigged’, found dead.""",Eco News,"February 2, 2018",pants-fire
4644,Brett Chase,"""I have introduced balanced budgets every year that I’ve been governor.""",Bruce Rauner,"February 2, 2018",pants-fire
4645,Amy Sherman,"Democrats ""booed families of children murdered by MS13.""",CSC Mediagroup.USA,"February 1, 2018",pants-fire
4646,Amy Sherman,"""Fall River, Massachusetts was not 'built by immigrants.' """,Breitbart,"February 1, 2018",false
4647,Miriam Valverde,"The immigration visa lottery ""randomly hands out green cards without any regard for skill, merit, or the safety of American people.""",Donald Trump,"January 30, 2018",false
4648,Louis Jacobson,"""We enacted the biggest tax cuts and reforms in American history.""",Donald Trump,"January 30, 2018",false
4649,Bob Secter,"""No private business was conducted on public property. That issue is a contract dispute.""",Bruce Rauner,"January 29, 2018",false
4650,Jon Greenberg,"""The ice caps were going to melt, they were going to be gone by now, but now they’re setting records, so okay, they’re at a record level.""",Donald Trump,"January 29, 2018",pants-fire
4651,Amy Sherman,"""Haiti official getting ready to testify against Clinton Foundation corruption next week found dead with gunshot to the head.""",US Political News,"January 26, 2018",pants-fire
4652,Brett Chase,"Says President Barack Obama advocated ""fathers in the home"" as the solution to gun violence.",Jeanne Ives,"January 26, 2018",false
4653,W. Gardner,"Says ""566,000 crimes"" were ""made in Texas by criminal aliens in the last 6 years.""",Dan Patrick,"• January 25,",pants-fire
4654,Allison Graves,"In one year, the United Nations ""did 24 resolutions and 20 of them were against Israel.""",Ron DeSantis,"January 25, 2018",false
4655,Chris Nichols,"""California To Register Illegal Aliens To Vote – Automatically.""",WorldNetDaily,"January 24, 2018",pants-fire
4656,Amy Sherman,"""Mueller will be forced to resign over Pelosi affair.""",The Patriot Report,"January 24, 2018",pants-fire
4657,Amy Sherman,"""82-year-old who killed a Muslim in self-defense gets the death penalty.""",The Patriot Report,"January 24, 2018",pants-fire
4658,Miriam Valverde,"Says ""22 to 24 people"" came into the United States due to family connection with suspect in the October 2017 New York City terror attack.",Donald Trump,"January 24, 2018",false
4659,Amy Sherman,"""Bill Clinton’s hitman confesses on his deathbed.""",The Patriot Report,"January 23, 2018",pants-fire
4660,Louis Jacobson,"""I have consistently opposed shutdowns.""",Ted Cruz,"January 22, 2018",pants-fire
4661,Mica Soellner,"""Soros, Obama and the Dems Ordered the Shutdown to Stage a Coup""",Reaganwasright,"January 22, 2018",pants-fire
4662,Kiannah Sepeda-Miller,"""Chicago now has the highest employment in the private sector in the history of the city.""",Rahm Emanuel,"January 22, 2018",false
4663,W. Gardner,"""Fifty percent of our new"" Texas ""teachers don’t have college degrees.""",Andrew White,"• January 17,",false
4664,Dan Clark,"""A case before Washington’s Supreme Court seeks to effectively end public labor unions.""",Andrew Cuomo,"January 17, 2018",false
4665,Jon Greenberg,"""First indictment issued in Russian bribery case tied to Obama-era Uranium One deal.""",Republican News,"January 17, 2018",false
4666,Amy Sherman,"""Oprah tells Fox News host ‘all white people have to die.’""",AmericanNews.com,"January 16, 2018",false
4667,W. Gardner,"""Almost half of all vehicles stolen in Texas each year had keys left inside.""",Robert Chody,"• January 12,",false
4668,Chris Nichols,"""Seventy four percent of Californians are absolutely against sanctuary state"" policies.",Travis Allen,"January 9, 2018",false
4669,Miriam Valverde,"Democratic lawmakers who voted in favor of short-term spending bills ""just voted to deport Dreamers.""",Credo Action,"January 9, 2018",false
4670,Amy Sherman,"""Hollywood celebs: We will go on ‘total strike’ if Trump does not resign.""",Nourtey,"January 9, 2018",false
4671,Amy Sherman,"""Queen Elizabeth removes Obamas from royal wedding guest list.""",America Today,"January 8, 2018",pants-fire
4672,Amy Sherman,"""Delta Force raids Obama stronghold in Thailand.""",Someonesbones,"January 8, 2018",pants-fire
4673,John Kruzel,"""I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book.""",Donald Trump,"January 5, 2018",false
4674,Jon Greenberg,"""White House staff compiled a number of gorilla documentaries into a makeshift gorilla channel"" for President Donald Trump.",Tweets,"January 5, 2018",pants-fire
4675,Amy Sherman,"""Breaking: FBI just raided the White House, 6 people thrown out.""",New Century Times,"January 5, 2018",false
4676,Amy Sherman,"""Trump: police officers and firefighters make too much money…hits them with tax penalty.""",Bluedot Daily,"January 5, 2018",false
4677,Tom Kertscher,"Says Hillary Clinton once said ""the average Democrat voter is just plain stupid, they’re easy to manipulate.""",David A. Clarke Jr.,"January 5, 2018",pants-fire
4678,Louis Jacobson,"There is ""substantial evidence of voter fraud.""",Donald Trump,"January 4, 2018",false
4679,Amy Sherman,"Says Sandra Bullock said to Hillary Clinton, ""If you don’t like our president you can leave and never come back again.""",Flash 24 Daily,"January 4, 2018",pants-fire
4680,Louis Jacobson,"The Senate seat won in a special election by a Democrat had been ""held for more than thirty years by Republicans.""",Donald Trump,"January 3, 2018",false
4681,Amy Sherman,"Says Shaquille O’Neal said Donald Trump ""is possibly the best president.""",Pro Conservative News,"January 3, 2018",pants-fire
4682,Amy Sherman,"""Police discover meth lab in back room of Alabama Walmart.""",Ufconly,"January 2, 2018",pants-fire
4683,Chris Nichols,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",Donald Trump,"January 2, 2018",false
4684,Amy Sherman,"""World’s most popular candy to be removed from shelves by December 2017.""",Musclecarusa.info,"January 2, 2018",pants-fire
4685,Louis Jacobson,"""We have signed more legislation than anybody. We broke the record of Harry Truman.""",Donald Trump,"December 29, 2017",false
4686,Amy Sherman,"""Breaking: Sasha Obama just crashed her expensive new car into a lake.""",defense-usa.site,"December 28, 2017",pants-fire
4687,Amy Sherman,"""Julia Roberts claims ‘Michelle Obama isn’t fit to clean Melania’s toilet’ """,USA Daily Portal,"December 28, 2017",pants-fire
4688,Louis Jacobson,"After enactment of the Republican tax bill, ""school teachers can no longer deduct the cost of their classroom supplies on their taxes.""",Jenna Fischer,"December 27, 2017",false
4689,Amy Sherman,"""Roy Moore takes the military vote, pulls ahead by 5,000 votes""",defense-usa,"December 27, 2017",pants-fire
4690,Louis Jacobson,"In April, ""the vast majority will be (filling out their taxes) on a single postcard.""",Ivanka Trump,"December 21, 2017",false
4691,Jon Greenberg,"""We essentially repealed Obamacare because we got rid of the individual mandate ... and that was a primary source of funding of Obamacare.""",Donald Trump,"December 21, 2017",false
4692,Miriam Valverde,"Says of the diversity visa lottery program, ""they give us their worst people, they put them in a bin,"" and ""the worst of the worst"" are selected.",Donald Trump,"December 20, 2017",pants-fire
4693,Chris Nichols,BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,USA In Front,"December 20, 2017",pants-fire
4694,Amy Sherman,"""Breaking: Muslim New Jersey Mayor just banned the word ‘Christmas.’""",TheLastLineOfDefense.org,"December 20, 2017",pants-fire
4695,Amy Sherman,"""Alabama state police arrest 3 poll workers in Birmingham.""",American Revolution,"December 19, 2017",pants-fire
4696,Amy Sherman,"""Law passed: All child support in the United States will end by beginning of 2018.""",tmzbreaking,"December 19, 2017",pants-fire
4697,Amy Sherman,"""Now it’s official: FDA announced that vaccines are causing autism.""",truthcommand.com,"December 19, 2017",pants-fire
4698,Amy Sherman,"Says Marco Rubio tweeted a verse from the New Testament to shame ""his own constituents for flocking to Trump rally.""",Verified Politics,"December 18, 2017",false
4699,Jon Greenberg,"Says Sen. Mitch McConnell's delay in seating Alabama Sen.-elect Doug Jones ""is a flagrant violation of Senate policy, which requires Jones assume office the instant one of them wins the election.""",Verified Politics,"December 18, 2017",false
4700,Amy Sherman,"""Update: Chuck Schumer’s steamy affair with a high school cheerleader confirmed.""",USA In Front,"December 18, 2017",pants-fire
4701,Miriam Valverde,"""UPDATE: ‘Thousands’ voted for Doug Jones in Alabama town with population of 2,256""",Bloggers,"December 15, 2017",pants-fire
4702,Lucille Sherman,"Missouri is one of ""13 states this year have seen unemployment drop to the lowest levels in the history of their state.""",Donald Trump,"December 15, 2017",false
4703,Jon Greenberg,"Says there won't be a recount in Alabama because a Democratic judge said ""we're going to erase all the computer files ... on Wednesday morning.""",Alex Jones,"December 14, 2017",pants-fire
4704,Amy Sherman,"""Morgue employee cremated by mistake while taking a nap.""",worldnewsdailyreport.com,"December 14, 2017",pants-fire
4705,John Kruzel,"Says Donald Trump ""has not apologized"" for comments caught on tape by ""Access Hollywood.""",Bernie Sanders,"December 14, 2017",false
4706,Amy Sherman,"""Update: van full of illegals caught voting at multiple Alabama polling locations.""",nofakenews-online,"December 13, 2017",pants-fire
4707,Tom Kertscher,"""Under Trump’s new tax plan … 99.8% of Americans"" get ""not one nickel"" in tax cuts.",Kelda Helen Roys,"December 13, 2017",pants-fire
4708,Amy Sherman,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",HoustonChronicle-tv.com,"December 12, 2017",pants-fire
4709,Amy Sherman,"A Colgate toothpaste is subject to ""recall.""",Shared This,"December 12, 2017",false
4710,Manuela Tobias,"""Facebook picks sides in Alabama Senate race ... shuts down Gateway Pundit and Breitbart reports on discredited Allred accuser""",The Gateway Pundit,"December 11, 2017",false
4711,Jon Greenberg,"Says ""Obama’s deadliest cover-up (in an explosion that killed 29 miners) has been uncovered"" by internal government documents.",Don Blankenship,"December 11, 2017",pants-fire
4712,Louis Jacobson,"""Black homeownership just hit the highest level it has ever been in the history of our country.""",Donald Trump,"December 11, 2017",false
4713,Jon Greenberg,"""Roy Moore’s accuser arrested and charged with falsification.""",Bloggers,"December 11, 2017",pants-fire
4714,Amy Sherman,"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct.""",Evening World,"December 11, 2017",pants-fire
4715,Sophie Kaplan,"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.",Chain email,"December 11, 2017",pants-fire
4716,Matt Dietrich,"""I released way more (tax) information than Bruce Rauner has.""",JB Pritzker,"December 11, 2017",false
4717,Louis Jacobson,"""The FBI has become America's secret police …  like the old KGB.""",Gregg Jarrett,"December 8, 2017",pants-fire
4718,W. Gardner,"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes.""",Ryan Sitton,"• December 8,",false
4719,Manuela Tobias,"""Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore’s Yearbook 'Signature.' """,Bloggers,"December 8, 2017",pants-fire
4720,John Kruzel,"Says the concealed carry bill would allow residents of certain states to ""travel to your community and walk right into a school zone with a loaded weapon, no matter what local laws say.""",Brendan Boyle,"December 7, 2017",false
4721,Amy Sherman,"""Miss Universe Guyana 2017 arrested at London Heathrow airport with 2 kilograms of cocaine.""",states-news.com,"December 6, 2017",pants-fire
4722,Amy Sherman,"""Breaking: federal judge grants permission to subpoena Trump.""",news.groopspeak.com,"December 5, 2017",false
4723,Amy Sherman,"""Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.""",PuppetStringNews.com,"December 5, 2017",pants-fire
4724,Miriam Valverde,"""Hillary Clinton lied many times to the FBI.""",Donald Trump,"December 5, 2017",false
4725,W. Gardner,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",Eddie Rodriguez,"• December 2,",false
4726,Sophie Kaplan,"""Prince Harry says Donald Trump is not welcome at his wedding: ‘Trump is a serious threat to human rights.’ """,Nova magazine,"December 1, 2017",pants-fire
4727,Louis Jacobson,"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""",Donald Trump,"November 30, 2017",false
4728,Louis Jacobson,"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",Donald Trump,"November 30, 2017",pants-fire
4729,Louis Jacobson,"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.",Tim Scott,"November 29, 2017",false
4730,Amy Sherman,"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",religionmind.com,"November 29, 2017",pants-fire
4731,Amy Sherman,"Singer Tina Turner: ""This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.""",DailyNewsForAmericans.com,"November 29, 2017",pants-fire
4732,Aaron Sharockman,"Says Joe Scarborough is party to an ""unsolved mystery"" from his time as a congressman in Florida.",Donald Trump,"November 29, 2017",pants-fire
4733,Amy Sherman,"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' """,YourNewsWire.com,"November 28, 2017",pants-fire
4734,Amy Sherman,"""President Trump just saved Christmas for 13 million retirees.""",Reaganwasright,"November 27, 2017",pants-fire
4735,Amy Sherman,"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""",soutwest-air.com,"November 27, 2017",pants-fire
4736,Emily Sanderson,"""Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.""",Ann Wagner,"November 24, 2017",false
4737,Amy Sherman,"""Pope Francis at Mass: ‘Jesus is Metaphorical, Not Literal.""",YourNewsWire.com,"November 22, 2017",pants-fire
4738,Amy Sherman,"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""",Pipo News,"November 21, 2017",false
4739,Amy Sherman,"""‘The largest bust in U.S. history’ 412 Muslims arrested from Michigan!""",Freshmedianews.com,"November 21, 2017",false
4740,Jon Greenberg,"Says Doug Jones ""is for full-term abortion.""",Kayla Moore,"November 21, 2017",false
4741,Dan Clark,"""The elimination of income and sales taxes in New York is equal to 9 percent of taxable income, meaning that if you make $100,000 a year you lose $9,000""",Brian Higgins,"November 20, 2017",false
4742,Amy Sherman,"""2 million rounds of ammo that ‘went missing’ under Obama turns up in enemy hands""",world-newss.com,"November 20, 2017",pants-fire
4743,Amy Sherman,"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind Antarctica.""",AmericanNews.com,"November 20, 2017",false
4744,W. Gardner,"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state.",Roger Falk,"• November 17,",false
4745,Paul Specht,"Iran’s regime ""every Friday declares war on us.""",Sebastian Gorka,"November 16, 2017",false
4746,W. Gardner,"""The Texas unemployment rate is now the lowest it’s been in 40 years & Texas led the nation last month in new job creation.""",Greg Abbott,"• November 16,",false
4747,Amy Sherman,Bowe Bergdahl wanders off during court-martial,Duffel Blog,"November 16, 2017",pants-fire
4748,Chris Nichols,"Californians pay ""the highest electricity bills"" in the nation.",John Cox,"November 16, 2017",false
4749,Manuela Tobias,"Says Chuck Todd said the Roy Moore story ""felt completely orchestrated.""",Steve Bannon,"November 15, 2017",false
4750,Amy Sherman,"BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump",Reaganwasright,"November 15, 2017",pants-fire
4751,Amy Sherman,Donna Brazile knows Seth Rich was murdered by the Clintons,US Political,"November 15, 2017",pants-fire
4752,John Kruzel,"Says a Washington Post reporter is ""calling to find out if anyone at this address is a female between the ages of 54 to 57 years old willing to make damaging remarks about candidate Roy Moore"" for up to $7,000.",Anonymous Caller,"November 15, 2017",pants-fire
4753,Louis Jacobson,"""There are ‘sore loser’ laws that would bar Luther Strange from pursuing a seat"" because he already lost the Alabama Republican Senate runoff to Roy Moore.",Amanda Carpenter,"November 14, 2017",false
4754,Manuela Tobias,"Says a Washington Post reporter who broke news on Judge Roy Moore story has a criminal history of ""faking.""",Bloggers,"November 14, 2017",false
4755,Amy Sherman,"""Second Roy Moore Accuser Works For Michelle Obama Right NOW""",TheLastLineOfDefense.org,"November 14, 2017",pants-fire
4756,Louis Jacobson,"The Republican tax bill is ""not being scored by the Congressional Budget Office, as it is traditionally.""",Richard Durbin,"November 13, 2017",false
4757,Susan Areson,"""Snapchat is shutting down!'",Bloggers,"November 13, 2017",pants-fire
4758,Allison Colburn,"""Many firearms experts determined the Las Vegas shooter’s use of a bump stock actually prevented more casualties and (injuries) due to its inconsistency, inaccuracy, and lack of control.""",Michael Williams,"November 13, 2017",false
4759,Sophie Kaplan,"Malia Obama was ""among 10 arrested in racist Antifa attack,"" and the cop who arrested her was ""found dead under suspicious circumstances.""",Bloggers,"November 10, 2017",pants-fire
4760,Chris Nichols,"Since 1965, California has built ""six (college) campuses but 23 prisons.""",Delaine Eastin,"November 9, 2017",false
4761,Susan Areson,"""Supreme Court issues its first bench warrant ever.""",FreedomJunkshun.com,"November 9, 2017",pants-fire
4762,Louis Jacobson,"The Republican tax bill ""lets every American keep more of what they earned.""",Kevin McCarthy,"November 9, 2017",false
4763,Joshua Gillin,"Says the University of Florida ""requests to cancel rivalry game"" against Florida State University.",React365.com,"November 7, 2017",pants-fire
4764,Jon Greenberg,"Chicago is ""the city with the strongest gun laws in our nation.""",Donald Trump,"November 7, 2017",pants-fire
4765,Joshua Gillin,"""Texas Church shooter was Antifa and wanted to start (a) ‘communist revolution.’ """,YourNewsWire.com,"November 6, 2017",pants-fire
4766,John Kruzel,"Says ""FBI and Texas State Police are both confirming that Raymond Peter Littleberry, the man accused of shooting up a Texas church, was an avid atheist on the payroll of the Democrat National Committee.""",FreedomJunkshun.com,"November 6, 2017",pants-fire
4767,Dan Clark,"""Liberals in County Hall want our community to be a sanctuary county""",New York Republican State Committee,"November 3, 2017",pants-fire
4768,Joshua Gillin,"Says Jake Tapper said Allahu Akbar was a ""beautiful phrase"" after a terrorist attack in New York.",Sebastian Gorka,"November 2, 2017",pants-fire
4769,Miriam Valverde,Says diversity visa immigrants are not vetted.,Sarah Huckabee Sanders,"November 2, 2017",false
4770,Chris Nichols,"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""",John Cox,"November 1, 2017",false
4771,Emily Tanaka,"""Alabama’s Crimson Tide was disqualified from national championship.""",BreakingNews247.net,"November 1, 2017",pants-fire
4772,Joshua Gillin,"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government.""",Bloggers,"November 1, 2017",pants-fire
4773,Joshua Gillin,"""Hillary Clinton leaves the country as Mueller indictment is announced.""",FreedomJunkshun.com,"October 31, 2017",pants-fire
4774,Joshua Gillin,"""Breitbart leaks names of four Dems being charged in Mueller’s Russia probe.""",FreedomJunkshun.com,"October 31, 2017",pants-fire
4775,Manuela Tobias,"Says Patrick Morrisey ""ran for Congress in NJ as pro-choice.""",Evan Jenkins,"October 30, 2017",false
4776,Aaron Sharockman,"""Jeff Flake’s office leaks names of those charged in Mueller’s Russian probe.""",Bloggers,"October 30, 2017",pants-fire
4777,John Kruzel,"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",Doug Jones,"October 26, 2017",false
4778,Louis Jacobson,"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.""",Donald Trump,"October 26, 2017",false
4779,Tyler Adkisson,"""Youngest world leader bans George Soros’s Foundations from Austria.""",Bloggers,"October 26, 2017",pants-fire
4780,W. Gardner,"""The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.""",Travis Forward,"• October 25,",false
4781,Jon Greenberg,"Insurance companies ""have made a fortune with Obamacare.""",Donald Trump,"October 23, 2017",false
4782,Manuela Tobias,Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,Bloggers,"October 23, 2017",pants-fire
4783,Jon Greenberg,"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem.""",Bloggers,"October 23, 2017",pants-fire
4784,Joshua Gillin,"""Tulsa school closes after brutal fire.""",React365.com,"October 23, 2017",pants-fire
4785,D.L. Davis,"""The KKK was founded as the military arm of the Democratic Party.""",Dane County Republican Party,"October 23, 2017",false
4786,Louis Jacobson,"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""",John Kelly,"October 20, 2017",false
4787,Chris Nichols,"An undocumented immigrant ""was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.""",Breitbart,"October 20, 2017",false
4788,John Kruzel,"NFL players taking a knee during the national anthem is ""against the law.""",Roy Moore,"October 19, 2017",false
4789,Jon Greenberg,"""We're the highest developed nation taxed in the world.""",Donald Trump,"October 18, 2017",false
4790,Joshua Gillin,"""Hillary (Clinton) caught on tape laughing about (Hurricane) Irma ‘wiping out all of those Florida hillbillies’.""",AsAmericanAsApplePie.org,"October 18, 2017",pants-fire
4791,Joshua Gillin,"""San Juan city council votes unanimously to impeach Trump-hating mayor.""",AsAmericanAsApplePie.org,"October 17, 2017",pants-fire
4792,Louis Jacobson,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt.""",Donald Trump,"October 12, 2017",false
4793,Miriam Valverde,"A Homeland Security study ""showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.""",Casey Cagle,"October 12, 2017",false
4794,Joshua Gillin,"A viral image shows LeBron James wearing a T-shirt that reads, ""We march, y’all mad. We sit down, y’all mad. We speak up, y’all mad. We die, y’all silent.""",Viral image,"October 12, 2017",false
4795,John Kruzel,"""Bob Corker gave us the Iran Deal.""",Donald Trump,"October 12, 2017",false
4796,Allison Graves,"""Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.""",Andrew Gillum,"October 12, 2017",false
4797,Sophie Kaplan,"""Grandparents must pickup up all their grandchildren every weekend no matter what or they will be fined $5,000.""",Bloggers,"October 11, 2017",pants-fire
4798,Joshua Gillin,"""President Trump signs executive order stripping NFL of ‘non-profit’ status.""",Bloggers,"October 10, 2017",pants-fire
4799,Joshua Gillin,"""Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.""",AsAmericanAsApplePie.org,"October 10, 2017",pants-fire
4800,Chris Nichols,"""There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed.""",Hillary Clinton,"October 10, 2017",false
4801,Joshua Gillin,"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""",Colin Kaepernick,"October 9, 2017",false
4802,Dan Clark,"Trump’s tax plan is ""completely focused on the wealthy and the powerful - not the middle class.""",Charles Schumer,"October 8, 2017",false
4803,Jon Greenberg,"Says Sen. Dianne Feinstein said ""if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.""",Chris Cox,"October 8, 2017",false
4804,Paul Specht,"North Carolina has ""the strictest anti-gerrymandering standards in the entire country.""",Phil Berger,"October 5, 2017",false
4805,Sophie Kaplan,"""Celine Dion’s 16-year-old Rene-Charles Angelil’s was among the 58 victims who were killed"" in Las Vegas.",HoustonChronicle-tv.com,"October 4, 2017",pants-fire
4806,Manuela Tobias,"""The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...""",Hillary Clinton,"October 4, 2017",false
4807,Jon Greenberg,"Bryan County, Ga., has ""corrupted voter rolls.""",Public Interest Legal Foundation,"October 4, 2017",false
4808,Miriam Valverde,"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""",HoustonChronicle-tv.com,"October 3, 2017",pants-fire
4809,Emily Tanaka,A flight crew took a knee and stranded the New Orleans Saints on an airport runway.,Bloggers,"October 3, 2017",pants-fire
4810,Matt Dietrich,"""I think if you look to Chicago, where you had over 4,000 victims of gun-related crimes last year, they have the strictest gun laws in the country. That certainly hasn’t helped there.""",Sarah Huckabee Sanders,"October 3, 2017",pants-fire
4811,Joshua Gillin,"""San Juan Teamsters didn't show up for work to distribute relief supplies"" because they went on strike.",Bloggers,"October 3, 2017",pants-fire
4812,Aaron Sharockman,"""Las Vegas shooting witnesses report multiple gunmen dressed as security guards.""",Bloggers,"October 3, 2017",pants-fire
4813,Jon Greenberg,Said there is cholera in Puerto Rico after Hurricane Maria.,Paul Krugman,"October 2, 2017",false
4814,Joshua Gillin,Says a photograph shows Seattle Seahawks player Michael Bennett burning the United States flag.,Vets for Trump,"September 29, 2017",pants-fire
4815,Louis Jacobson,"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.",Donald Trump,"September 28, 2017",false
4816,Emily Tanaka,"""Human meat found in McDonald’s meat factory""",Bloggers,"September 28, 2017",pants-fire
4817,Louis Jacobson,"Ending the estate tax would ""protect millions of small businesses and the American farmer.""",Donald Trump,"September 28, 2017",pants-fire
4818,John Kruzel,"""We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes"" to pass a health care bill.",Donald Trump,"September 28, 2017",false
4819,Sophie Kaplan,"""Washington State Legislature votes to change its name because George Washington owned Slaves.""",Bloggers,"September 27, 2017",pants-fire
4820,Emma Diltz,"""Missouri Votes to Let Employers Fire People Who Use Birth Control.""",Feministing,"September 27, 2017",pants-fire
4821,Emily Tanaka,"""12 more hurricanes headed towards U.S.""",Bloggers,"September 25, 2017",pants-fire
4822,Joshua Gillin,"""NFL fines Pittsburgh Steelers $1 million each for skipping national anthem.""",TheLastLineOfDefense.org,"September 25, 2017",pants-fire
4823,Joshua Gillin,"""Fox Sports cancels all NFL broadcasts ‘until players respect the flag.’ """,TheLastLineOfDefense.org,"September 25, 2017",pants-fire
