,author,statement,source,date,target
647,Ciara O'Rourke,"Says Coca-Cola CEO James Quincey said, “A few right winged nuts won’t affect our bottom line.”",Facebook posts,"February 24, 2021",false
648,Ciara O'Rourke,"Says Joe Biden tweeted, “the way white people talk leaving minorities confused.”",Viral image,"February 24, 2021",pants-fire
649,Bill McCarthy,"""The reality"" in Texas is that ""you’re flying helicopters, using fossil fuels, to put oil on wind turbines to defrost them.”",Lara Logan,"February 24, 2021",false
650,Ciara O'Rourke,"Photo shows “Earth, Venus and Jupiter as seen from Mars.”",Viral image,"February 24, 2021",false
651,Tom Kertscher,"“Oil is now $61.30 a barrel and rising drastically! On Jan. 5, it was about $25 a barrel.”",Facebook posts,"February 24, 2021",false
652,Daniel Funke,Facebook users can avoid “problems with your Facebook going against community standards” by changing your settings.,Facebook posts,"February 24, 2021",pants-fire
653,Ciara O'Rourke,“Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.”,Viral image,"February 24, 2021",false
654,Bill McCarthy,"""There's no evidence that white supremacists were responsible for what happened on Jan. 6. That's a lie.”",Tucker Carlson,"February 23, 2021",false
655,Noah Y.,“Joe Biden is handing our power grid to the Chinese Communist Party.”,Students for Trump,"• February 23,",false
661,Ciara O'Rourke,“Utah OFFICIALLY starts RECALL for Mitt Romney.”,Facebook posts,"February 23, 2021",false
663,Ciara O'Rourke,Jill Biden was a teenage babysitter for Joe Biden’s family.,Viral image,"February 22, 2021",false
664,Daniel Funke,“Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm”,Infowars,"February 22, 2021",pants-fire
667,Victoria Knight,"The science says “open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.""",Buck Sexton,"February 19, 2021",false
668,Samantha Putterman,Says Joe Biden didn’t act in response to the emergency in Texas.,Facebook posts,"February 19, 2021",false
670,Madison Czopek,"“If you make $50,000/year, $36 of your taxes goes to food stamps. $4,000 goes to corporate subsidies.”",Facebook posts,"February 19, 2021",false
672,Daniel Funke,"Donald Trump's second impeachment ""cost $33 million.""",Facebook posts,"February 19, 2021",false
673,Ciara O'Rourke,"Says Ted Cruz tweeted, “I’ll believe in climate change when Texas freezes over.”",Viral image,"February 19, 2021",false
674,Noah Y.,The snow is government-generated or fake.,Facebook posts,"• February 19,",pants-fire
675,Tom Kertscher,Photo shows an ice mass hanging inside a Houston home during Texas winter storms.,Facebook posts,"February 19, 2021",false
676,Brandon Mulder,"""Our wind and our solar got shut down ... and that thrust Texas into this situation where it was lacking power at a statewide basis.”",Greg Abbott,"February 19, 2021",false
677,Tom Kertscher,“FEMA is paying for hotel rooms!!!” for Texas winter storm victims.,Facebook posts,"February 19, 2021",false
678,Laura Schulte,"“Nobody’s health is at risk right now” from PFAS contamination, as long as they are receiving bottled drinking water",Scott Manley,"February 19, 2021",false
679,Tom Kertscher,Says Joe Biden “helps build Afghanistan’s pipeline.”,Facebook posts,"February 18, 2021",false
681,Louis Jacobson,"""If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.”",Joe Biden,"February 18, 2021",false
686,Paul Specht,“Gov Roy Cooper does not consider Type 1 diabetes an under lying health issue!”,Billboard,"February 17, 2021",false
688,Noah Y.,"“Unbeknownst to most people, the Green New Deal came to Texas; the power grid in the state became totally reliant on windmills.”",Tucker Carlson,"• February 17,",pants-fire
691,Dave Boucher,“Too many dead people voted” in Michigan,Mike Shirkey,"February 16, 2021",false
692,Tom Kertscher,“Biden signs 45% capital gains tax. Kiss your inheritance goodbye.”,Facebook posts,"February 16, 2021",false
694,Bill McCarthy,"“So California is requiring signature verification for Gavin Newsom’s recall, but didn’t require it for the mail in ballots.”",Kevin Sorbo,"February 16, 2021",pants-fire
695,Daniel Funke,"Says Joe Biden planned a winter storm as ""warfare, an attack on Texas by altering the jet stream.""",Facebook posts,"February 16, 2021",pants-fire
696,Ciara O'Rourke,“NASA admits that man-made climate change is a hoax!”,Viral image,"February 16, 2021",false
697,Eric Litke,Ron Johnson didn’t “show up” for a day of impeachment hearings.,Mark Pocan,"February 16, 2021",pants-fire
698,Ciara O'Rourke,Photo shows the “USS Al Gore Global Warming Research Vessel” covered in ice.,Viral image,"February 16, 2021",false
699,Eric Litke,Says Jan. 6 Capitol riot “didn’t seem like an armed insurrection.”,Ron Johnson,"February 15, 2021",pants-fire
700,Madison Czopek,Says Nabisco is closing plants in Georgia and New Jersey and “moving to Mexico” because of Biden’s election.,Facebook posts,"February 15, 2021",false
705,Noah Y.,Says Joe Biden “is trying to shut FL’s border.”,Ron DeSantis,"• February 12,",false
706,Brandon Mulder,“Innocent lives will be saved” by ending taxpayer funding of Planned Parenthood.,Greg Abbott,"February 12, 2021",false
707,Eric Litke,November election data shows a “stunning anomaly in the rejection rate of absentee ballots.”,Dan O'Donnell,"February 12, 2021",false
712,Noah Y.,“Manipulated Video used in House Impeachment Looks to Have VIOLATED House Rules”,Bloggers,"• February 11,",false
713,Daniel Funke,"Doctors and nurses who administer the coronavirus vaccine can be ""tried as war criminals.""",Bloggers,"February 11, 2021",pants-fire
715,Chris Nichols,Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”,Kevin McCarthy,"February 11, 2021",false
717,Tom Kertscher,"""The Clinton Foundation folded.”",Facebook posts,"February 11, 2021",pants-fire
718,Ciara O'Rourke,"Says Gorilla Glue tweeted, “Do not use our products on your f------ hair.”",Viral image,"February 10, 2021",false
720,Daniel Funke,“Not one court has looked at the evidence and said that Biden legally won” the presidential election.,Facebook posts,"February 10, 2021",pants-fire
722,Ciara O'Rourke,Photo shows Tampa Mayor Jane Castor maskless at Super Bowl.,Viral image,"February 10, 2021",false
723,Samantha Putterman,Says Cracker Barrel’s name has racist origins and its logo depicts a whip.,Facebook posts,"February 9, 2021",false
724,Daniel Funke,"""Trump Won Two-Thirds of Election Lawsuits Where Merits Considered""",Bloggers,"February 9, 2021",false
725,Bill McCarthy,“Only one person died on that day” during the Jan. 6 U.S. Capitol riot.,Greg Kelly,"February 9, 2021",false
726,Jill Terreri,The COVID-19 vaccine “went out for distribution” in Nebraska “days before the FDA even said they were going to approve it.”,Lee Merritt,"• February 9,",false
727,Noah Y.,"“Biden’s Air Force One is not the same as Trump’s Air Force One,” which indicates Biden is not the real president.",Facebook posts,"• February 9,",pants-fire
729,Ciara O'Rourke,Photo shows Joe Biden asleep at his desk.,Viral image,"February 9, 2021",false
731,Bill McCarthy,"Says Joe Biden said, “Buy a man eat fish, he day, teach fish man, to a lifetime.""",Facebook posts,"February 9, 2021",pants-fire
732,Ciara O'Rourke,Michelle Obama earned a doctorate after leaving the White House.,Viral image,"February 9, 2021",false
734,Bill McCarthy,"""Satan flashed in the halftime Super Bowl satanic ritual.""",Facebook posts,"February 8, 2021",false
735,Noah Y.,"“New evidence ties COVID-19 creation to research funded by Fauci""",WorldNetDaily,"• February 8,",false
736,Ciara O'Rourke,"“Shell Oil laying off 9,000 workers” because of Joe Biden.",Facebook posts,"February 8, 2021",false
737,Ciara O'Rourke,“Military rescues tortured children from tunnel beneath Capitol Hill.”,Bloggers,"February 8, 2021",pants-fire
739,Tom Kertscher,“Doctor proves masks don’t work” by vaping through them.,Facebook posts,"February 8, 2021",false
740,Madison Czopek,"""BUSTED: CDC Inflated COVID Numbers, Accused of Violating Federal Law""",Bloggers,"February 5, 2021",false
742,Clara Hendrickson,“Newly discovered video shows late night deliveries of tens of thousands of illegal ballots 8 hours after deadline.”,The Gateway Pundit,"February 5, 2021",false
743,Tom Kertscher,Seniors around the world who died from COVID vaccine are being improperly listed as “natural causes.”,Facebook posts,"February 5, 2021",false
747,Brandon Mulder,Says that Hurricane Harvey “dropped more water on Houston in five days than goes over Niagara Falls in a year.”,John Kerry,"February 5, 2021",false
752,Ciara O'Rourke,"“Trump assassination foiled, Deep State in panic mode!”",Bloggers,"February 4, 2021",false
753,Daniel Funke,Photo shows Democratic protesters who “stormed the U.S. Capitol in 2018.”,Facebook posts,"February 4, 2021",false
755,Noah Y.,“I don’t even know what (QAnon) is.”,Kevin McCarthy,"• February 4,",false
756,Samantha Putterman,Says Joe Biden “has officially lowered the age of consent to 5 years old.”,Instagram posts,"February 4, 2021",pants-fire
757,Daniel Funke,"Joe Biden ""really did wipe away"" student loan debt.",Facebook posts,"February 4, 2021",false
759,Ciara O'Rourke,The White House was dark for 10 nights in a row.,Viral image,"February 3, 2021",false
760,Ciara O'Rourke,“US Capitol raided 2/2/21.”,YouTube videos,"February 3, 2021",false
761,Miriam Valverde,"""A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security.""",Tom Cotton,"February 3, 2021",false
762,Monique Curet,Says Joe Biden has “allowed males to compete in girls’ sports.”,Facebook posts,"February 2, 2021",false
763,Ciara O'Rourke,Photo shows Rachel Levine’s family.,Viral image,"February 2, 2021",pants-fire
764,Ciara O'Rourke,“Myanmar used Dominion Voting Systems.”,Facebook posts,"February 2, 2021",false
766,Chris Nichols,Facebook tried to “shut down” the campaign to recall California Gov. Gavin Newsom.,Bloggers,"February 2, 2021",false
768,Ciara O'Rourke,"H&M advertised a sweatshirt that said, “Koolest Kid in the Klan.”",Viral image,"February 2, 2021",false
772,Noah Y.,“The Biden administration lost 20 million COVID vaccines.”,Ryan Fournier,"• February 1,",false
774,Tom Kertscher,An “audit report” found that a voting system used in Michigan in the 2020 presidential election was designed to “create systemic fraud.”,Facebook posts,"February 1, 2021",false
775,Ciara O'Rourke,“WHO now saying you do not need to wear a mask.”,Bloggers,"February 1, 2021",false
776,Jon Greenberg,Masks have negative impacts on 68% of children.,Instagram posts,"January 29, 2021",false
777,Samantha Putterman,Says Joe Biden’s inauguration was fake and he is not the legitimate president.,Facebook posts,"January 29, 2021",pants-fire
778,Tom Kertscher,"Says Joe Biden said, “I don’t know what I’m signing,” while signing a document.",Facebook posts,"January 29, 2021",false
779,Tom Kertscher,“U.S. military at the White House arresting Congress.”,Facebook posts,"January 29, 2021",pants-fire
780,Miriam Valverde,"""Only in the Third World do you see this habitual use of prosecutions of former leaders.”",Marco Rubio,"January 29, 2021",false
783,Tom Kertscher,Says Joe Biden canceled the Keystone pipeline because Warren Buffett “donated $58 million” to his campaign.,Facebook posts,"January 29, 2021",false
784,Madison Czopek,"""In March 2020 the United States deployed 30,000 troops to Europe to ... free child-trafficked children and arrest deep state cabal members.""",Facebook posts,"January 29, 2021",false
787,Louis Jacobson,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,Facebook posts,"January 28, 2021",false
789,Samantha Putterman,"Says Facebook recently logged users out to track their “off Facebook activity” involving bank accounts, emails and other apps.",Facebook posts,"January 28, 2021",false
790,Daniel Funke,"""Joe Biden admits he is governing like a 'dictator.'""",Charlie Kirk,"January 28, 2021",false
792,Eric Litke,Assembly Republicans “have come to the table” and were part of “give and take” compromise on a coronavirus bill.,Jim Steineke,"January 27, 2021",false
793,Daniel Funke,Says Bill Gates said “at least 3 billion people need to die” from the planet.,Instagram posts,"January 27, 2021",false
795,Samantha Putterman,Says Biden's Rolex belonged to his late son Beau.,Facebook posts,"January 27, 2021",false
798,Tom Kertscher,Says Donald Trump offered his hotel “to our troops to sleep in after they were put in a car garage.”,Facebook posts,"January 26, 2021",false
799,Noah Y.,Hank Aaron’s death was caused by a COVID-19 vaccine.,Facebook posts,"• January 26,",false
803,Daniel Funke,"“I believe, without having definitive proof, that the military is in charge of our country ... because Joe Biden is an illegal president.”",L. Lin Wood,"January 26, 2021",pants-fire
806,Daniel Funke,"Joe Biden was sworn in on a ""Masonic/Illuminati Bible.""",Facebook posts,"January 25, 2021",pants-fire
809,Ciara O'Rourke,Photos show Joe Biden with a “Chinese handler.”,Viral image,"January 25, 2021",pants-fire
810,D.L. Davis,"A majority of Americans have voted for a party that … wants a world in which you cannot call your parents mom and dad.""",Glenn Grothman,"January 25, 2021",false
811,Madison Czopek,Says the Biden administration labeled Libertarians terrorists.,"Jeremy ""Spike"" Cohen","January 22, 2021",false
812,Samantha Putterman,National Guard members turned their backs on Biden’s motorcade on Inauguration Day.,Instagram posts,"January 22, 2021",false
813,Bill McCarthy,Video shows Biden saying “salute the Marines” after hearing the words in an earpiece before his inauguration.,Tweets,"January 22, 2021",false
814,Bill McCarthy,"“Democrats forced our GREAT troops to sleep on the ground of a PARKING garage after dragging them to DC for photo ops!""",Facebook posts,"January 22, 2021",false
816,Daniel Funke,"On Inauguration Day, Vice President Kamala Harris “put her clutch on top of the Bible so her hand is not touching it.”",Facebook posts,"January 22, 2021",pants-fire
817,Noah Y.,“WHO admits their testing grossly overstates individuals testing positive for COVID.”,The Gateway Pundit,"• January 22,",false
820,Ciara O'Rourke,"“Military tribunals start Jan. 20, 2021.”",Facebook posts,"January 21, 2021",pants-fire
821,Bill McCarthy,"Says Joe Biden and Democrats ""have not legitimately won"" the presidency.",Rush Limbaugh,"January 21, 2021",pants-fire
822,Samantha Putterman,"Says Biden had to take a private plane to D.C. instead of a government plane “because they know he’s not a legitimate president” and ""the military is now responsible for restoring legitimate civilian government.”",Facebook posts,"January 21, 2021",false
825,Ciara O'Rourke,Says Joe Exotic was pardoned.,Facebook posts,"January 21, 2021",false
826,Monique Curet,A photo caption says vendors named “Nah” and “Stop asking me questions before you get your a-- kicked” sold Trump-themed merchandise to “stupid” people outside the U.S. Capitol on Jan. 6.,Instagram posts,"January 20, 2021",pants-fire
827,Ciara O'Rourke,“Military brass band plays ‘Hit the Road Jack’ as Trump leaves office.”,YouTube videos,"January 20, 2021",false
828,Ciara O'Rourke,"Donald Trump’s letter to Joe Biden said, “You know I won.”",Bloggers,"January 20, 2021",false
829,Bill McCarthy,A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,Jordan Rachel,"January 20, 2021",false
832,Daniel Funke,"""China was behind the interference and the effort to overthrow our government and the election, election fraud.""",L. Lin Wood,"January 19, 2021",false
834,Julia Shanahan,Says Joe Biden has plans to ban animal agriculture and gas-powered cars.,Donald Trump,"January 18, 2021",false
835,Daniel Funke,“Barack Obama was arrested.”,Facebook posts,"January 18, 2021",pants-fire
836,Bill McCarthy,President Donald Trump “can’t say anything (about the U.S. Capitol riot) because the platforms have removed him.”,Hogan Gidley,"January 18, 2021",false
837,Daniel Funke,A video shows Joe Biden lost and confused on stage.,Donald Trump Jr.,"January 18, 2021",pants-fire
839,Samantha Putterman,"Says Gen. David H. Berger, commandant of the U.S. Marine Corps., refused Nancy Pelosi’s request to use the Marines for inauguration security, telling her “we don’t work for you.”",Bloggers,"January 17, 2021",false
840,Jessica Calefati,Says unproven voter fraud claims didn’t play “any role” in the Capitol riot.,Jake Corman,"January 17, 2021",pants-fire
841,Amy Sherman,"“Inauguration Cancelled, Trump Remains in Office.”",Facebook posts,"January 16, 2021",pants-fire
843,Tom Kertscher,Says Joe Biden stayed silent about violence at Black Lives Matter protests.,Instagram posts,"January 16, 2021",false
845,Warren Fiske,“Antifa is the culprit” in the Capitol riot.,Amanda Chase,"January 15, 2021",pants-fire
848,Samantha Putterman,A photo shows Democratic lawmakers wearing clothing and masks with the Nazi swastika.,Viral image,"January 15, 2021",pants-fire
850,Samantha Putterman,"Photo shows Rep. Lauren Boebert with Capitol rioters before she gave them a tour of the building ""one day before the insurrection.""",Facebook posts,"January 14, 2021",false
851,Noah Y.,Antifa provoked the shooting of Ashli Babbitt at the Capitol.,Bloggers,"• January 14,",pants-fire
854,Chris Nichols,"The effort to recall California Gov. Gavin Newsom is ""a coup.""",Rusty Hicks,"January 13, 2021",pants-fire
855,Samantha Putterman,Says President Trump has ordered the military to take over “major corrupt cities” to stay in office and that U.S. citizens will receive emergency alerts on their devices.,Facebook posts,"January 13, 2021",pants-fire
857,Ciara O'Rourke,"Says Alexandria Ocasio-Cortez tweeted, “Let’s begin ‘The Purge’ to roundup all Conservative traitors.”",Viral image,"January 13, 2021",pants-fire
858,Amy Sherman,“Republicans have no way to communicate” after tech companies cut off Parler.,Devin Nunes,"January 13, 2021",false
859,Bill McCarthy,"Says Joe Biden is on video ""admitting to"" election fraud in a ""confession.""",Greg Kelly,"January 12, 2021",false
861,Samantha Putterman,Nancy Pelosi is no longer the Speaker of the House,Facebook posts,"January 12, 2021",false
862,Ciara O'Rourke,NPR posted a story about the Capitol breach before it happened.,Viral image,"January 12, 2021",false
864,Ciara O'Rourke,Says Mike Pence changed “his Twitter banner photo to Biden and Harris.”,Viral image,"January 11, 2021",false
866,Ciara O'Rourke,Video shows man upset because he was added to the no-fly list for storming the Capitol.,Facebook posts,"January 11, 2021",false
868,Samantha Putterman,"""Trump signs Insurrection Act - General Flynn to be appointed vice president.""",Bloggers,"January 11, 2021",false
869,Noah Y.,"Says Pope Francis “was arrested Saturday in connection with an 80-count indictment of charges including possession of child pornography, human trafficking, incest, possession of drug paraphernalia and felony fraud.”",Conservative Beaver,"• January 11,",pants-fire
870,Ciara O'Rourke,Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there “urging him to stick to the proven Democratic Play book.”,Viral image,"January 11, 2021",false
872,Eric Litke,“The DC looting was staged” by antifa,Jonathan Wichmann,"January 8, 2021",pants-fire
879,Ciara O'Rourke,"A CNN chyron said, “Antifa has just taken responsibility for storming Capital Hill.”",Viral image,"January 8, 2021",false
880,Ciara O'Rourke,Says Mike Pence was arrested.,Facebook posts,"January 8, 2021",false
881,Ciara O'Rourke,"“The FBI just confirmed that it was ANTIFA, not Trump supporters, who breached the Capitol.”",Viral image,"January 8, 2021",pants-fire
882,Samantha Putterman,The Simpsons predicted the Capitol riots,Facebook posts,"January 8, 2021",pants-fire
883,Ciara O'Rourke,Kamala Harris is planning to use the 25th Amendment against Joe Biden and appoint Mike Pence as her vice president.,Facebook posts,"January 8, 2021",false
884,Brandon Mulder,Says that “those who stormed the capitol yesterday were not Trump supporters. They have been confirmed to be Antifa.”,Ken Paxton,"January 8, 2021",pants-fire
885,Eric Litke,"The woman killed during the Jan. 6 U.S. Capitol assault was shot by a Secret Service agent, not Capitol Police.",Jonathan Brostoff,"January 7, 2021",false
886,Ciara O'Rourke,The storming of the Capitol was staged.,Instagram posts,"January 7, 2021",false
888,Miriam Valverde,“Evidence growing that fascist ANTIFA orchestrated Capitol attack with clever mob control tactics.”,Mo Brooks,"January 7, 2021",pants-fire
889,Ciara O'Rourke,"Video shows police removing disabled protesters from the Capitol on Jan. 6, 2021.",Viral image,"January 7, 2021",false
891,Ciara O'Rourke,A facial recognition firm “confirmed antifa infiltrated the Trump rally in D.C.”,Facebook posts,"January 7, 2021",false
892,Bill McCarthy,A man who stormed the U.S. Capitol in a horned fur cap is an “Antifa thug.”,Facebook posts,"January 7, 2021",pants-fire
893,Ciara O'Rourke,“Georgia and Kansas Capitol buildings have been stormed by protesters.”,Facebook posts,"January 6, 2021",false
894,Daniel Funke,"""We won. We won in a landslide. This was a landslide.”",Donald Trump,"January 6, 2021",pants-fire
895,Chris Nichols,"""Antifa"" is to blame for storming the U.S. Capitol.",Shannon Grove,"January 6, 2021",pants-fire
898,Eric Litke,"“Judge Rules Over 200,000 Biden Votes Are Illegitimate In Wisconsin.”",Facebook posts,"January 6, 2021",false
899,Ciara O'Rourke,Photo shows “2 sitting senators counting ballots” in Georgia.,Viral image,"January 6, 2021",false
900,Samantha Putterman,Says shredded ballots were found in Dell boxes in Georgia,Facebook posts,"January 6, 2021",pants-fire
901,Bill McCarthy,"""They just happened to find 50,000 ballots (in the Georgia U.S. Senate runoff elections) late last night.""",Donald Trump,"January 6, 2021",pants-fire
902,Tom Kertscher,Says Georgia Secretary of State Brad Raffensperger “faces espionage charges.”,Facebook posts,"January 6, 2021",false
903,Miriam Valverde,"Says City Blue Imaging Services in Rochester, N.Y. “printed ballots there. If you search them you’ll see they’re the ones who had ballots misprint errors for the ballots sent to NYC.”",Facebook posts,"January 6, 2021",false
904,Ciara O'Rourke,"Photo shows people protesting the 2020 election in Washington D.C. on Jan. 5, 2021.",Viral image,"January 6, 2021",false
906,Chris Nichols,There are “absolutely no patients” at Los Angeles hospital considered the center of region's COVID-19 surge.,Facebook posts,"January 6, 2021",pants-fire
907,Jon Greenberg,“The Vice President has the power to reject fraudulently chosen electors.”,Donald Trump,"January 5, 2021",false
908,Ciara O'Rourke,“President-elect Biden steps down as president-elect.”,Viral image,"January 5, 2021",pants-fire
909,Ciara O'Rourke,“1776 flag flying over White House!” in January 2021. “Revolution Signal.”,Bloggers,"January 5, 2021",false
911,Samantha Putterman,New York “is trying to pass a bill that would allow them to round up non mask wearers and people who don’t want to take the vaccine into concentration camps. Then with a court order they can force vaccinate you.”,Facebook posts,"January 5, 2021",false
912,Ciara O'Rourke,"Says Mayor Muriel Bowser “ordered all hotels, restaurants, grocery stores, gas stations, and convenience stores to close Jan. 4, 5 and 6 to discourage Trump supporters from gathering in D.C.”",Viral image,"January 5, 2021",false
913,Eric Litke,Wisconsin Legislature “Will Likely Decertify State and Award to President Trump.”,Facebook posts,"January 5, 2021",pants-fire
914,Noah Y.,"“You had (4,925) out-of-state voters… in Georgia.”",Donald Trump,"• January 4,",false
915,Bill McCarthy,"After a “major water main break,” Georgia election workers counted “18,000 ballots, all for Biden” that they pulled from suitcases and with no election observers present.",Donald Trump,"January 4, 2021",pants-fire
917,Ciara O'Rourke,Photo shows “people coming from California to Washington DC” to protest election results.,Viral image,"January 4, 2021",false
918,Tom Kertscher,"Says COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.""",Viral image,"January 4, 2021",false
919,Miriam Valverde,“We won Georgia easily. We won it by hundreds of thousands of votes.”,Donald Trump,"January 4, 2021",pants-fire
920,Daniel Funke,"A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",YouTube videos,"December 30, 2020",false
922,Paul Specht,"North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""",North Carolina Republican Party,"December 29, 2020",pants-fire
923,Daniel Funke,"The Christmas Day explosion in Nashville, Tenn., was the result of a “missile strike.”",Facebook posts,"December 29, 2020",pants-fire
924,Samantha Putterman,News outlets reported that the Nashville bomber died of COVID-19.,Facebook posts,"December 29, 2020",pants-fire
925,Samantha Putterman,The Nashville bombing was an attempt to stop an AT&T audit into Dominion software and cover up election corruption.,Facebook posts,"December 29, 2020",pants-fire
926,Daniel Funke,Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,Facebook posts,"December 29, 2020",pants-fire
928,Jon Greenberg,Says “Dr. Fauci lied about masks in March.”,Marco Rubio,"December 28, 2020",false
929,Amy Sherman,"""‘Simple math’ shows Biden claims 13 million more votes than there were eligible voters who voted in 2020 election.”",Facebook posts,"December 23, 2020",pants-fire
931,Bill McCarthy,"“CDC COVID-19 survival rates” are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",Tweets,"December 22, 2020",false
933,Jill Terreri,“Dead people also voted.”,Claudia Tenney,"• December 22,",pants-fire
935,Bill McCarthy,Chief Justice John Roberts visited Jeffrey Epstein's private island.,Facebook posts,"December 21, 2020",false
936,Warren Fiske,“This is a phony pandemic.”,Bob Good,"December 21, 2020",pants-fire
939,Samantha Putterman,Says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,Facebook posts,"December 18, 2020",pants-fire
940,Jon Greenberg,“21% of people are having serious adverse events from (the Moderna) vaccine.”,Bloggers,"December 18, 2020",false
941,Brandon Mulder,"Says that guidance urging vaccinated people to avoid travel and continue wearing masks is ""profoundly anti-science.""",Ted Cruz,"December 18, 2020",pants-fire
942,Noah Y.,A 2018 executive order gives Trump the ability to impose martial law,Facebook posts,"• December 18,",pants-fire
943,Amy Sherman,President Donald Trump will hold his inauguration for a second term at Mar-a-Lago,Facebook posts,"December 18, 2020",pants-fire
944,Paul Specht,Say North Carolina Gov. Roy Cooper was arrested for driving while intoxicated in Stanly County.,Facebook posts,"December 18, 2020",false
946,Ciara O'Rourke,A Georgia Bureau of Investigation agent was killed for investigating the election.,Facebook posts,"December 17, 2020",false
949,Ciara O'Rourke,“This whole COVID thing? It’s a SIMULATION.”,Facebook posts,"December 17, 2020",pants-fire
951,Daniel Funke,“One of the first nurses to receive the vaccine in AL is now dead.”,Facebook posts,"December 17, 2020",false
952,Miriam Valverde,An Austrian politician “exposed the defectiveness of the government’s Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.”,Instagram posts,"December 17, 2020",false
953,Noah Y.,"“6 states will cast their (electoral) votes for Trump AND for Biden,” which will lead to a second Trump term.",Instagram posts,"• December 16,",false
954,Bill McCarthy,"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19.",Rush Limbaugh,"December 16, 2020",false
955,Chris Nichols,“Government imposed lockdowns do NOT reduce [COVID-19] cases or stop spikes.”,James Gallagher,"December 16, 2020",false
956,Ciara O'Rourke,“NASA confirms earth will go dark for 6 days in December 2020.”,Bloggers,"December 16, 2020",pants-fire
957,Tom Kertscher,"Says Kelly Loeffler supports ""raising taxes on Georgia's middle class.""",Raphael Warnock,"December 16, 2020",false
958,Paul Egan,"“68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent.”",Donald Trump,"December 15, 2020",false
959,Victoria Knight,The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,Donald Trump,"December 15, 2020",false
960,Bill McCarthy,An optional microchip for COVID-19 vaccines “would give officials information on who has and has not been vaccinated” and “tracks the location of the patient.”,Facebook posts,"December 15, 2020",false
961,Miriam Valverde,“Pope Francis says covid vaccine will now be required to enter heaven.”,Facebook posts,"December 15, 2020",pants-fire
963,Ciara O'Rourke,The CDC delivers groceries and cleaning products “twice while you’re in quarantine.”,Instagram posts,"December 14, 2020",false
964,Ciara O'Rourke,“Biden did not win legally.”,Facebook posts,"December 14, 2020",pants-fire
968,Samantha Putterman,The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,Facebook posts,"December 11, 2020",false
969,Brandon Mulder,Says that this year is the first time during his 27 years as senator “that two African Americans have ever served on the same (Senate) committee.”,Royce West,"December 11, 2020",false
970,Miriam Valverde,"""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",Facebook posts,"December 11, 2020",false
971,Daniel Funke,“Biden confirms agenda to microchip the masses”,Instagram posts,"December 11, 2020",pants-fire
973,Ciara O'Rourke,Photo shows “MAYHEM in Oregon!”,Viral image,"December 11, 2020",false
974,Amy Sherman,“No candidate has ever won both Florida and Ohio and lost.”,Donald Trump,"December 10, 2020",pants-fire
975,Ciara O'Rourke,“Voting machines found in bus in Arizona.”,Facebook posts,"December 10, 2020",false
976,Bill McCarthy,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",Laura Ingraham,"December 10, 2020",false
977,Monique Curet,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,Facebook posts,"December 10, 2020",pants-fire
979,Eric Litke,"“In Wisconsin, there are approximately 70,000 absentee ballots that do not have matching ballot applications as required by law.”",Donald Trump,"December 10, 2020",pants-fire
980,Ciara O'Rourke,“Head of Pfizer research: Covid vaccine is female sterilization.”,Bloggers,"December 10, 2020",false
981,Eric Litke,"The probability of Biden winning in Wisconsin, Georgia, Michigan and Pennsylvania “given President Trump’s early lead ... is less than one in a quadrillion” in each state.",Facebook posts,"December 9, 2020",pants-fire
982,Samantha Putterman,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,Facebook posts,"December 9, 2020",false
983,Ciara O'Rourke,The Supreme Court “has decided to take up the Texas case.”,Facebook posts,"December 9, 2020",false
